class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
p;0.72;x;g;y;f;;;y;3.51;0.77;;;y;;;f;f;;d;u
p;7.11;f;h;n;f;x;;w;13.46;7.47;r;g;n;;;f;f;;d;a
e;8.49;x;d;e;t;p;;y;6.49;12.61;;;e;;;f;f;;d;u
p;4.76;x;;n;f;d;c;w;4.88;8.16;b;;n;;;f;f;;d;a
p;0.72;x;g;e;f;a;;p;3.72;0.95;;s;k;;;f;f;;d;s
p;6.21;x;i;e;f;e;;g;7.91;8.04;;;k;;;f;f;;m;a
e;9.4;x;s;u;f;x;;n;7.75;23.67;;;n;;;f;f;;d;u
p;1.4;s;s;y;f;f;f;f;3.9;5.98;;;y;;;f;f;;d;a
e;11.37;p;s;w;f;e;c;k;24.85;12.78;;s;w;;;t;e;;g;u
e;5.49;x;;n;t;;;w;8.81;15.5;b;;w;u;w;t;g;;d;a
p;5.43;s;;n;t;d;c;w;6.67;5.88;;;e;;;f;f;;d;u
p;5.1;c;e;w;t;x;c;p;4.86;11.82;;;w;;;f;f;;d;s
p;4.47;f;y;n;f;e;c;w;4.75;3.4;;k;w;;;t;e;;d;u
p;2.58;b;y;e;f;e;c;n;3.87;3.39;;k;w;;;t;e;;m;u
p;1.28;x;s;y;f;f;f;f;3.4;5.49;;;y;;;f;f;;d;u
p;12.8;s;t;r;t;d;c;b;5.67;28.31;;;r;;;f;f;;l;a
e;9.29;x;s;n;t;e;;n;9.51;16.9;s;;w;;;t;l;;m;a
p;7.78;s;h;g;t;d;;w;4.73;13.93;;t;n;;;f;f;;d;u
e;9.41;x;d;y;t;p;;y;7.12;12.95;;;y;;;f;f;;d;a
p;3.06;b;;n;f;a;;n;6.16;2.24;;;n;;w;f;f;k;g;u
p;2.54;x;g;n;f;a;;p;5.49;2.19;;;n;;;f;f;;d;u
e;4.62;x;t;n;f;p;;n;6.49;12.23;;;n;;;f;f;;d;u
p;2.69;f;;u;f;a;;w;3.56;6.12;;;w;;;f;f;;d;a
p;2.35;f;h;n;f;;;n;7.71;3.12;;;y;;;f;f;;g;a
p;4.21;f;l;n;f;x;d;y;5.68;4.63;;;y;;;f;f;;d;u
p;6.93;x;k;n;f;d;c;n;5.99;6.67;;i;n;;;t;;;d;a
e;3.64;x;;y;f;a;c;y;3.98;9.81;;;w;;;f;f;;d;u
e;1.04;f;g;n;t;a;;w;4.99;0.98;;;n;;;f;f;;d;u
p;8.26;x;;n;t;x;;n;9.55;19.23;s;;u;;u;f;f;;d;a
e;8.53;x;d;y;t;p;;r;7.28;13.52;;;e;;;f;f;;d;a
p;7.05;x;y;w;t;;;p;7.59;12.33;s;;w;;;t;l;;d;a
e;4.46;f;h;o;f;a;d;y;7.04;5.19;;s;o;;;f;f;;d;a
p;10.22;x;y;n;f;a;c;n;11.51;11.71;;y;y;;;t;;;d;a
p;6.48;x;;p;f;;c;w;4.6;14.07;;;y;;;f;f;;d;a
e;1.4;c;g;e;t;a;;p;6.17;1.14;;;n;;;f;f;;h;u
e;4.26;s;;y;f;f;f;f;6.7;7.65;;;o;;;f;f;;d;a
e;7.06;x;s;w;f;e;c;n;6.11;13.46;;;w;;w;t;e;;g;u
p;5.58;x;y;w;t;;;g;6.1;12.49;s;;w;;;t;l;;g;u
e;7.05;f;g;o;f;s;;n;9.03;12.72;;i;n;;;f;f;;d;a
p;0.81;x;;o;f;d;;o;4.31;0.99;;;y;;;f;f;w;g;u
p;3.44;f;d;p;f;a;;r;5.02;6.58;;t;r;;;f;f;;g;u
p;4.87;b;h;l;f;s;c;n;6.45;8.05;;y;n;;;t;e;u;m;u
p;5.77;c;i;y;f;;c;r;5.93;6.86;;;w;;;f;f;;d;u
p;7.26;x;i;n;f;a;c;k;6.99;7.31;;i;n;;k;t;z;k;g;u
e;4.71;x;t;n;f;p;;n;4.3;10.86;;;e;;;f;f;;d;u
p;8.55;f;;n;f;x;c;w;9.94;11.13;r;i;w;;;f;f;;d;u
e;15.08;x;e;n;t;e;;w;10.22;17.52;;;w;;;t;;;d;u
p;5.03;b;t;n;f;;;n;11.96;6.96;;;w;;;t;;k;g;w
e;6.66;s;l;w;f;d;;w;3.55;8.97;;;w;;;f;f;;d;a
e;8.11;s;;n;f;;;w;4.86;21.94;;;n;;;f;f;;d;a
p;5.84;o;t;w;f;;c;w;0.0;0.0;f;f;f;;;f;f;n;d;a
e;6.64;x;s;n;f;x;c;w;6.94;9.35;;s;n;;;f;f;;l;a
p;9.92;x;;n;f;x;c;w;9.04;10.73;r;i;w;;;f;f;;h;u
e;6.64;c;;g;f;f;f;f;5.87;20.61;;;n;;;f;f;;l;s
p;4.3;o;s;w;f;;c;w;0.0;0.0;f;f;f;;;f;f;n;d;a
p;3.53;x;y;y;f;a;;w;4.82;3.62;;y;n;;;t;r;;d;u
p;8.02;f;d;n;t;d;c;w;5.83;10.58;;;n;;;f;f;;d;u
p;2.97;b;;k;f;a;;k;7.91;2.39;;;g;;w;f;f;k;g;u
e;4.33;b;g;g;f;a;d;g;5.22;3.01;;s;n;;;f;f;;d;s
e;5.51;c;t;n;f;e;;w;12.82;11.43;;s;n;u;w;f;f;;d;u
p;5.13;s;d;o;f;d;c;y;3.95;6.73;;;o;;;f;f;;h;a
e;4.37;o;l;n;f;f;f;f;6.57;43.78;;;n;;;f;f;g;l;u
p;2.28;x;i;k;f;a;;w;3.8;2.4;;;w;;;f;f;p;g;a
e;7.03;s;d;o;f;d;d;b;6.64;13.44;;;w;;;f;f;;g;w
e;0.87;c;g;n;t;a;;w;4.98;0.97;;;n;;;f;f;;d;u
e;7.62;s;l;w;f;d;;w;3.53;7.77;;;w;;;f;f;;d;a
p;2.42;x;g;e;f;a;;w;7.7;2.76;;;w;;;f;f;;d;u
p;9.94;x;e;n;f;a;;n;10.39;15.19;s;;n;;n;f;f;;h;a
p;4.36;o;s;n;f;f;f;f;0.0;0.0;f;f;f;;;t;f;;d;w
p;1.77;x;k;n;f;;;n;4.73;1.57;;;n;;;f;f;;d;s
p;7.0;s;h;r;t;d;;g;4.64;12.81;;t;g;;;f;f;;d;u
p;7.89;f;;y;f;x;c;n;6.89;10.83;;;w;;;f;f;;d;a
p;7.42;o;;n;f;f;f;f;3.15;24.25;;g;n;;;f;f;;d;s
e;3.16;b;g;n;f;x;d;w;5.25;2.94;;;y;;;f;f;;g;u
e;3.45;x;s;o;f;a;c;o;4.58;6.75;;;o;;;f;f;;g;a
e;7.4;x;;g;t;p;;g;12.0;26.74;;y;w;;;f;f;;d;u
e;3.96;f;;w;f;x;c;w;6.6;4.09;;;w;;;f;f;;d;u
e;7.82;f;s;w;f;s;c;w;8.14;31.6;;;w;;;f;f;;m;u
e;5.26;x;;l;f;d;;r;5.75;7.34;;;w;;;f;f;;d;a
p;4.24;b;s;y;f;;c;r;8.34;7.08;;;y;u;w;t;z;r;d;u
p;3.01;x;;b;f;x;;w;4.64;6.16;;;w;;;f;f;;d;u
e;3.18;b;g;n;f;x;d;w;4.26;2.5;;;y;;;f;f;;g;u
e;0.86;p;g;w;f;;;g;2.84;1.33;;;w;;;f;f;;d;w
p;0.98;b;t;n;f;;c;k;3.51;2.24;;;n;;;t;f;;m;a
p;6.97;x;k;n;f;d;c;y;5.48;6.77;;i;n;;;t;;;d;a
e;7.04;s;l;n;f;f;f;f;6.26;37.01;;;n;;;f;f;g;l;u
p;2.69;f;w;r;f;a;;r;5.02;5.42;;t;r;;;f;f;;m;u
e;6.39;x;y;n;f;e;c;p;5.34;9.94;;y;n;;;f;f;;d;a
p;2.78;x;y;l;f;s;c;g;5.36;6.59;;y;n;;;t;e;k;m;u
e;10.18;x;h;y;f;p;;y;7.62;16.28;;;y;;y;t;;;d;u
e;9.02;x;s;n;f;e;c;w;7.48;9.96;;i;w;;;f;f;p;d;s
e;7.67;x;t;y;t;x;c;y;8.85;17.38;;;w;;;f;f;;d;a
e;2.81;x;;b;f;;d;w;6.68;4.93;;;w;;;f;f;;d;w
p;6.4;s;d;y;f;d;c;o;2.89;6.38;;;o;;;f;f;;d;u
p;2.62;f;s;w;f;d;c;w;2.86;7.06;;;w;;;f;f;;g;a
p;1.39;x;k;n;f;;;n;3.66;1.62;;;n;;;f;f;;d;u
p;2.41;x;g;e;f;a;;w;6.31;2.15;;;n;;;f;f;;d;a
p;4.36;c;i;y;f;;c;r;5.86;6.86;;;w;;;f;f;;d;u
e;7.13;s;;y;f;a;c;w;5.43;16.61;;;w;;;f;f;;d;a
e;3.47;b;y;n;f;;c;n;6.47;3.02;;;w;;;f;f;;d;s
p;1.96;x;i;l;f;a;;w;4.15;2.63;;;w;;;f;f;p;g;a
e;10.82;s;;n;f;s;c;u;7.31;19.76;;;b;;;f;f;;d;w
p;8.69;p;;n;f;p;;p;10.4;31.45;c;;n;;;f;f;p;d;a
p;1.79;x;i;k;f;a;;p;4.24;2.48;;;w;;;f;f;p;g;u
p;6.42;b;t;w;f;e;c;w;11.32;11.89;;y;w;u;w;t;e;;d;u
e;8.61;s;;g;f;s;c;b;6.21;18.1;;;u;;;f;f;;l;a
p;2.26;x;y;o;f;a;;o;3.01;5.13;;;o;;;f;f;;m;a
e;5.51;x;;w;f;x;c;n;6.54;4.18;;;w;;;f;f;;d;u
p;5.94;f;;g;f;d;c;w;5.87;10.02;b;;n;;;f;f;;d;a
p;11.51;f;t;n;t;d;c;n;6.86;15.19;;;n;;;f;f;;h;a
e;8.51;x;t;n;t;p;;y;8.26;17.98;;;n;;w;t;p;;d;a
p;5.52;s;;u;f;a;;w;4.81;8.67;;;y;;;f;f;;d;u
e;2.11;s;y;n;f;a;d;p;5.34;3.31;;i;n;;;f;f;;l;u
e;0.9;x;g;e;t;a;;w;5.31;0.98;;;n;;;f;f;;d;a
e;10.56;x;t;n;t;p;;y;7.48;19.07;;;n;;w;t;p;;d;u
p;2.38;p;t;n;f;a;c;g;8.68;2.57;;t;y;;;t;e;;m;u
p;7.97;p;g;n;f;e;;w;7.35;13.43;;y;w;u;w;t;p;;d;a
p;7.05;s;d;e;t;d;c;w;7.32;8.8;;;e;;;f;f;;d;a
p;11.68;x;s;n;f;s;;p;7.48;16.91;;i;n;;;f;f;;d;a
e;4.79;x;t;o;f;a;d;y;6.12;5.4;;k;o;;;f;f;;d;s
e;3.97;s;;n;f;f;f;f;6.88;6.78;;;y;;;f;f;;d;a
p;10.05;x;;w;f;x;c;w;11.12;11.73;r;i;w;;;f;f;;d;u
e;7.21;f;;e;f;x;c;w;6.98;16.79;;s;w;;;f;f;;d;a
p;2.71;x;k;w;f;s;;p;3.99;2.62;;;n;;;f;f;p;g;u
e;9.96;f;;g;f;d;c;w;2.5;13.75;;;w;;;f;f;;d;w
p;2.95;b;w;r;f;a;;r;4.91;5.55;;t;y;;;f;f;;g;a
e;7.7;f;;p;f;x;c;w;7.19;13.51;;s;w;;;f;f;;d;a
p;18.58;s;k;w;t;d;d;w;10.07;32.58;;;w;;;f;f;;d;w
e;10.19;x;i;n;t;e;;p;9.05;18.41;;y;w;;;t;p;;l;a
p;1.7;x;g;y;f;d;d;n;2.39;2.61;;s;n;;;f;f;;h;u
e;5.23;x;d;n;t;p;;y;6.56;13.91;;;y;;;f;f;;d;u
p;9.85;x;d;y;f;a;;o;13.07;25.13;r;;o;;;t;r;n;d;u
e;4.22;f;t;n;f;d;;o;6.4;8.14;;t;w;;;f;f;;d;w
p;1.71;b;g;n;f;;c;n;5.73;2.63;;;n;;;f;f;;m;a
e;7.0;f;s;k;f;a;c;w;4.6;16.04;;;w;;;f;f;;d;u
e;11.09;x;h;n;t;p;;n;8.92;18.7;;;n;;w;t;p;;d;u
p;4.74;o;s;r;f;f;f;f;0.0;0.0;f;f;f;;;t;f;;d;w
p;5.67;s;;n;t;d;c;b;6.53;6.49;;;e;;;f;f;;d;u
p;2.72;f;;u;f;a;;w;3.11;6.03;;;y;;;f;f;;d;u
p;8.57;f;;y;f;x;c;y;7.56;13.05;;;w;;;f;f;;d;u
p;3.78;x;;y;f;s;d;y;4.43;12.07;;i;y;;;f;f;;d;a
p;4.79;f;l;y;f;x;d;e;5.73;4.85;;;n;;;f;f;;d;u
p;5.09;s;;u;f;a;;w;4.79;7.96;;;w;;;f;f;;d;u
p;4.91;c;i;y;f;;c;r;6.22;7.25;;;w;;;f;f;;d;u
e;8.05;x;;n;f;a;;w;6.81;13.15;;;g;;;f;f;;d;a
e;7.63;x;h;y;t;x;c;y;7.94;16.71;;;w;;;f;f;;d;a
p;3.3;f;y;n;f;e;c;n;4.78;3.54;;k;w;;;t;e;;m;a
p;5.12;s;k;y;f;p;;n;3.35;5.61;;k;n;;;t;f;;d;u
p;2.4;p;t;n;f;a;c;g;7.54;2.51;;t;y;;;t;e;;m;a
p;1.49;o;k;n;f;;;n;3.36;1.45;;;n;;;f;f;;d;s
p;5.75;f;k;n;f;d;c;y;4.96;5.97;;i;y;;;t;;;d;a
p;6.81;b;s;g;f;;;g;12.71;13.03;;s;w;;;t;z;;d;s
p;5.87;x;t;y;f;x;c;y;4.78;13.4;;;y;;;f;f;;d;a
e;5.63;x;i;n;f;e;c;n;4.89;12.91;;;w;;;t;l;;w;u
p;8.67;x;e;n;f;a;;n;10.31;15.21;s;;n;;n;f;f;;d;a
p;7.36;x;e;e;f;a;;n;9.32;12.24;;;y;;w;t;z;;d;a
p;6.02;x;y;w;t;;;n;6.89;12.43;s;;w;;;t;l;;g;u
p;3.38;x;i;e;f;;;e;5.13;6.48;;;e;;;f;f;n;d;a
p;6.02;b;s;o;f;e;;y;8.43;8.36;;;o;;;f;f;;m;u
p;5.92;s;h;r;t;d;;g;4.46;11.18;;t;g;;;f;f;;d;a
e;7.08;x;y;n;f;e;c;w;6.9;11.38;;y;n;;;f;f;;d;u
e;4.21;s;l;n;f;f;f;f;6.8;47.05;;;n;;;f;f;g;l;u
p;4.17;s;k;n;f;p;;n;3.31;4.55;;k;n;;;t;f;;d;u
e;9.05;x;h;n;f;p;d;y;8.57;12.99;;s;n;;;f;f;;h;a
e;16.97;x;d;o;f;p;;n;15.57;33.86;s;y;w;;;f;f;;d;u
p;17.46;s;k;w;t;d;d;n;5.79;27.02;;;w;;;f;f;;d;a
p;3.54;f;y;e;f;e;c;n;5.0;3.58;;k;w;;;t;e;;m;a
e;5.87;x;h;n;f;x;c;n;5.94;6.01;;s;n;;;t;r;;d;u
p;1.97;x;i;l;f;a;;p;3.55;2.39;;;w;;;f;f;p;g;u
e;3.61;x;h;o;f;a;c;o;4.11;6.28;;;o;;;f;f;;g;a
e;6.34;s;;n;f;d;c;w;4.5;8.24;;s;w;;;f;f;;d;a
e;9.88;f;e;b;f;;c;b;4.89;19.83;;;w;;;t;f;;d;a
e;17.31;p;t;n;f;p;;w;15.39;63.19;;;n;;;f;f;;d;u
e;6.21;x;d;n;t;p;;y;7.06;16.4;;;y;;;f;f;;d;u
e;1.3;p;g;w;f;;;g;2.62;1.43;;;w;;;f;f;;d;w
p;7.88;x;y;w;t;;;g;8.55;16.55;s;;w;;;t;l;;d;u
e;9.95;p;i;n;t;e;;p;8.53;16.0;;y;w;;;t;p;;d;a
p;5.61;x;;y;f;s;d;y;4.56;11.82;;i;y;;;f;f;;d;a
p;6.69;o;k;n;f;;c;y;1.23;13.41;;;n;;;f;f;;d;w
e;8.07;x;s;n;t;p;;n;7.45;17.64;;;n;;w;t;p;;d;u
p;1.29;f;s;y;f;f;f;f;3.76;5.08;;;y;;;f;f;;d;u
e;15.58;x;e;n;t;e;;w;9.93;16.86;;;w;;;t;;;g;a
p;5.53;x;s;g;t;s;d;w;5.46;16.61;r;i;n;;;f;f;;d;a
p;9.45;x;t;n;f;a;d;w;12.12;31.34;;;w;;;f;f;;d;u
p;4.9;x;;p;f;;c;g;4.13;11.95;;;y;;;f;f;;d;a
p;10.88;x;;n;f;x;c;w;10.96;13.82;r;i;w;;;f;f;;d;a
p;7.75;x;g;n;f;e;;w;7.34;13.45;;y;w;u;w;t;p;;d;u
p;2.53;b;w;p;f;a;;y;4.79;5.74;;t;y;;;f;f;;m;a
p;2.74;f;t;y;f;a;;y;4.84;5.58;;t;r;;;f;f;;d;a
p;3.24;b;;n;f;a;;k;10.03;2.66;;;n;;w;f;f;k;g;u
p;1.88;b;;n;f;a;;g;5.08;2.19;;s;g;;;f;f;;d;a
p;15.55;x;h;n;t;p;;e;10.13;35.47;c;;y;;;f;f;;d;a
p;2.87;x;s;o;f;a;;o;3.31;5.25;;;y;;;f;f;;h;a
p;6.34;x;e;e;f;a;;g;8.34;11.06;;;e;;w;t;z;;d;a
p;5.22;x;;p;f;;c;w;3.16;10.97;;;y;;;f;f;;d;a
p;3.31;f;s;w;f;d;c;w;3.51;9.34;;;w;;;f;f;;g;u
p;20.88;s;k;n;f;d;c;y;6.91;43.87;;k;n;;;f;f;;d;a
p;3.94;s;d;n;t;d;c;w;4.62;6.95;;;n;;;f;f;;d;u
p;3.47;x;y;n;f;a;;w;5.82;3.66;;y;y;;;t;r;;h;a
e;12.77;s;;w;t;d;c;w;6.54;26.91;;;w;;;f;f;;d;u
e;10.22;s;;n;f;;;w;4.96;25.98;;;n;;;f;f;;d;a
p;12.99;x;e;n;t;p;;y;6.84;28.1;c;;y;;;f;f;;d;u
p;8.51;p;y;n;f;;;k;14.76;17.37;;;w;;;f;f;;d;a
p;4.33;f;l;e;f;x;d;n;6.29;4.83;;;y;;;f;f;;l;u
p;3.96;b;t;n;f;x;c;p;5.88;4.62;;i;n;;;f;f;;m;u
e;6.54;f;s;b;f;x;c;w;7.05;11.23;;s;n;;;f;f;;l;a
e;6.43;p;;n;f;f;f;f;5.54;20.09;;;n;;;f;f;;d;s
e;8.01;x;;g;f;s;c;g;7.29;18.14;b;;u;;;f;f;;g;w
e;9.18;s;w;y;f;f;f;f;6.42;17.91;;;y;;;f;f;;d;u
e;5.29;f;w;y;f;f;f;f;6.01;13.15;;;y;;;f;f;;d;u
e;3.81;b;g;w;f;x;d;w;4.45;3.06;;;y;;;f;f;;g;u
e;5.01;x;;w;f;e;;w;5.65;11.72;b;;y;u;w;t;g;;d;a
p;7.19;b;s;n;f;;;g;11.06;12.94;;s;w;;;t;z;;d;s
p;2.46;f;i;l;f;a;;w;3.41;2.38;;;w;;;f;f;p;g;u
p;4.1;f;;y;f;x;;w;5.24;6.78;;;w;;;f;f;;d;u
p;3.31;x;;e;f;x;;w;4.6;6.09;;;w;;;f;f;;d;u
p;3.91;x;t;n;f;s;c;p;6.18;9.11;;;w;;n;t;z;;d;a
e;12.49;f;;g;f;d;c;y;2.52;16.68;;;w;;;f;f;;d;w
e;4.57;x;t;n;f;p;;n;4.93;10.14;;;e;;;f;f;;d;a
p;4.5;x;h;r;f;s;c;u;6.66;7.34;;y;l;;;t;e;k;g;a
p;3.36;x;k;n;f;s;;p;4.0;2.97;;;n;;;f;f;p;g;a
e;8.32;x;y;w;f;e;c;k;6.08;13.54;;;w;;w;t;e;;m;u
e;3.26;x;s;w;f;d;d;w;4.08;6.08;;;w;;;f;f;;m;w
e;5.48;x;d;e;t;p;;r;4.27;10.73;;;e;;;f;f;;d;u
e;18.14;x;d;n;f;p;;w;17.41;37.11;s;y;w;;;f;f;;d;u
p;1.54;b;h;n;f;a;;n;4.52;1.63;;t;n;;;f;f;;g;a
e;9.89;s;t;w;t;d;c;o;5.77;16.53;;;w;;;f;f;;d;a
p;11.54;x;t;n;f;a;d;w;8.87;31.47;;;w;;;f;f;;d;a
e;9.25;f;s;w;f;s;c;w;6.51;27.33;;;w;;;f;f;;m;u
e;7.39;s;d;b;f;d;d;o;6.68;12.25;;;w;;;f;f;;m;a
p;10.5;f;;w;f;x;c;w;11.27;13.33;r;i;w;;;f;f;;d;u
e;10.09;f;s;w;f;e;c;p;21.45;12.88;;s;w;;;t;e;;d;w
e;7.87;x;h;y;f;p;;y;7.98;14.09;;;y;;y;t;;;d;a
p;5.27;c;i;y;f;;c;r;6.29;7.7;;;w;;;f;f;;d;u
p;8.08;p;y;n;f;;;k;14.86;17.3;;;w;;;f;f;;d;a
p;5.3;x;;w;f;;c;g;3.46;12.6;;;y;;;f;f;;d;a
p;2.14;b;g;y;f;;c;n;5.68;3.23;;;n;;;f;f;;g;u
p;15.32;f;s;n;f;d;c;y;5.63;38.15;;k;n;;;f;f;;d;a
p;11.95;s;k;n;f;d;c;y;5.28;30.05;;k;n;;;f;f;;d;u
p;1.09;x;g;w;f;a;d;w;3.17;1.53;;;e;;;f;f;;d;a
e;6.85;x;t;y;f;p;;y;7.68;15.21;;;y;;y;t;;;d;a
p;5.13;x;d;n;t;d;c;w;6.5;9.13;;;e;;;f;f;;d;a
e;1.23;c;g;n;t;a;;w;5.89;1.14;;;n;;;f;f;;d;u
p;5.37;b;s;g;f;;;g;11.68;12.51;;s;w;;;t;z;;g;u
p;2.11;x;i;l;f;a;;p;3.98;2.54;;;w;;;f;f;p;g;a
p;5.05;x;;w;f;;c;g;4.18;13.49;;;y;;;f;f;;d;a
p;4.18;b;t;n;f;x;c;p;5.96;4.19;;i;n;;;f;f;;d;a
e;0.77;x;g;n;t;a;;w;5.06;0.88;;;n;;;f;f;;h;u
p;3.97;f;t;n;f;x;c;p;5.4;4.27;;i;n;;;f;f;;g;u
p;4.24;b;h;n;f;;;k;10.98;6.15;;;w;;;t;;k;g;u
p;3.65;o;s;w;f;;c;w;0.0;0.0;f;f;f;;;f;f;n;d;u
e;2.66;f;s;w;f;d;d;w;3.15;5.38;;;w;;;f;f;;g;a
p;7.76;s;t;g;t;d;;w;4.52;12.31;;t;r;;;f;f;;d;u
p;5.03;f;;y;f;s;d;y;4.81;11.71;;i;y;;;f;f;;d;a
p;1.43;x;g;y;f;d;d;n;2.61;2.67;;s;n;;;f;f;;h;u
p;8.19;x;g;n;f;e;;w;8.78;16.05;;y;w;u;w;t;p;;d;a
p;3.66;b;y;n;f;;c;w;5.14;4.27;s;s;w;;;f;f;;d;u
e;18.62;x;d;e;f;p;;n;14.79;33.75;s;y;w;;;f;f;;d;a
p;17.35;f;k;n;f;d;c;y;6.66;36.2;;k;k;;;f;f;;d;a
e;15.8;s;s;k;f;a;d;y;5.39;18.56;;;w;;;f;f;w;d;u
e;1.58;x;w;g;f;;d;k;5.05;2.56;;;w;;;f;f;;g;u
p;8.57;s;h;g;t;d;;w;4.71;12.53;;t;g;;;f;f;;d;u
p;1.01;b;t;y;f;;c;k;3.89;2.61;;;n;;;t;f;;g;u
p;13.27;x;t;r;t;d;c;w;4.96;24.38;;;g;;;f;f;;d;a
e;11.92;s;t;o;t;d;c;o;6.55;16.64;;;w;;;f;f;;d;u
p;5.16;c;k;w;t;x;c;p;5.69;12.25;;;w;;;f;f;;g;u
e;4.88;x;h;n;f;x;c;n;6.09;6.25;;y;n;;;t;r;;d;a
e;3.7;s;d;n;t;d;c;p;4.79;6.23;;;n;;;f;f;;d;a
p;3.11;f;d;n;f;x;c;w;3.97;2.89;b;s;n;;;f;f;;l;u
p;7.15;x;y;w;t;;;g;7.87;13.17;s;;w;;;t;l;;g;u
p;1.68;x;;n;f;;;k;4.94;2.63;;s;n;;;f;f;k;g;a
e;8.9;x;s;u;f;a;c;w;4.4;14.29;;;w;;;f;f;;d;u
p;12.85;f;g;o;f;e;;w;17.27;18.69;s;y;w;u;w;t;p;;d;a
p;1.36;o;k;n;f;;;n;3.77;1.32;;;n;;;f;f;;d;s
p;0.73;x;g;y;f;;;y;3.39;0.77;;;y;;;f;f;;d;u
e;11.09;f;e;b;f;;c;b;4.69;19.27;;;w;;;t;f;;d;a
e;4.61;x;t;n;f;p;;n;4.96;11.25;;;e;;;f;f;;d;a
e;0.68;f;g;e;t;a;;w;4.45;0.89;;;n;;;f;f;;h;a
e;14.09;s;s;n;f;a;d;y;6.86;22.73;;;w;;;f;f;w;d;a
e;8.2;x;h;y;t;x;c;y;7.53;12.72;;;w;;;f;f;;d;u
e;3.82;b;g;n;f;x;d;w;4.39;3.05;;;y;;;f;f;;g;u
p;4.29;x;t;l;f;s;c;u;6.61;7.55;;y;n;;;t;e;u;m;a
p;3.77;x;;n;f;x;c;p;7.17;3.97;;;n;;;f;f;;d;a
e;4.83;x;;l;f;a;;r;5.14;7.62;;;l;;;f;f;;d;a
e;2.2;f;y;n;f;d;d;p;5.81;3.31;;i;n;;;f;f;;l;a
p;3.6;o;s;r;f;f;f;f;0.0;0.0;f;f;f;;;t;f;;d;a
p;6.21;p;s;g;f;;;w;10.21;13.7;;s;w;;;t;z;;g;a
p;5.23;x;e;e;f;a;;w;8.38;10.39;;;n;;w;t;z;;d;a
p;7.95;s;d;e;t;d;c;w;5.98;8.83;;;e;;;f;f;;d;u
p;8.14;x;t;n;f;s;;n;6.52;8.29;;y;n;;;f;f;;d;w
p;4.31;f;l;e;f;x;d;e;6.82;5.33;;;y;;;f;f;;d;u
e;3.45;x;s;p;f;a;c;o;3.56;6.07;;;e;;;f;f;;m;w
e;14.75;x;y;n;t;e;;w;9.87;17.07;;;w;;;t;;;g;a
e;2.27;x;;b;f;;d;w;5.51;4.49;;;w;;;f;f;;d;w
e;6.74;x;t;n;f;e;;w;13.85;12.91;;s;n;u;w;f;f;;d;u
p;13.37;f;t;n;t;d;c;n;6.81;17.2;;;n;;;f;f;;d;u
p;2.36;x;g;e;f;a;;w;4.48;2.23;;;n;;;f;f;;d;a
p;7.05;x;e;e;f;a;;w;9.37;11.02;;;e;;w;t;z;;d;a
e;9.05;x;s;n;f;e;c;p;7.4;10.07;;i;n;;;f;f;p;d;u
p;1.78;f;i;k;f;a;;w;3.32;2.48;;;w;;;f;f;p;g;u
p;2.33;x;g;e;f;a;;w;6.22;2.3;;;n;;;f;f;;d;u
p;0.86;b;t;n;f;;c;g;3.97;2.6;;;n;;;t;f;;g;u
e;8.0;f;;y;f;a;c;w;5.46;15.14;;;g;;;f;f;;d;a
p;5.99;b;y;g;f;;;w;10.35;11.77;;s;w;;;t;z;;g;a
p;1.38;o;k;n;f;;;n;3.68;1.49;;;n;;;f;f;;d;u
p;2.1;c;h;n;f;;;n;8.74;2.89;;;y;;;f;f;;g;u
p;6.35;f;h;e;f;x;d;w;4.89;16.33;b;;w;;;f;f;;d;u
e;8.6;x;t;n;f;p;d;y;7.05;11.75;;s;n;;;f;f;;h;u
p;7.01;b;s;n;f;;;k;12.18;14.02;;s;w;;;t;z;;g;a
p;6.12;b;t;w;f;e;c;w;11.55;12.01;;y;w;u;w;t;l;;d;u
p;9.57;x;;g;t;x;;u;9.74;21.49;s;;n;;u;f;f;;d;a
p;8.27;x;y;n;f;a;c;y;10.93;11.43;;y;n;;;t;;;d;u
p;7.53;x;h;r;f;;c;w;10.83;14.79;;;w;u;w;t;g;;d;a
e;3.22;x;k;n;f;p;;n;4.03;9.95;;;y;;;f;f;;d;a
e;1.49;c;g;n;f;a;;g;5.2;1.44;;;g;;;f;f;;d;u
p;4.21;x;;w;f;x;c;p;9.42;4.65;;;p;;;f;f;;l;a
p;7.5;s;t;p;t;d;c;p;7.31;13.18;;;p;;;t;f;;d;a
e;53.4;o;y;y;f;p;;y;8.97;47.07;;k;n;;;f;f;;d;s
e;9.59;s;s;y;f;x;;n;6.84;21.65;;;n;;;f;f;;d;a
p;4.05;f;t;n;f;x;c;p;4.88;3.92;;i;g;;;f;f;;m;a
p;15.91;s;k;n;f;d;c;y;6.27;34.2;;k;n;;;f;f;;d;u
e;4.58;b;g;n;f;a;d;g;6.26;3.3;;s;g;;;f;f;;d;w
p;2.84;s;d;w;f;a;d;p;3.28;2.51;;h;w;;;f;f;;g;u
p;4.38;f;w;u;f;a;c;g;6.23;6.17;;s;u;;;f;f;;d;u
